x,y,value
7656242.641299479,2136334.936104342,265
7657169.266732617,2136334.936104342,263
7658095.892165756,2136334.936104342,268
7645123.136101819,2135408.310671203,289
7646049.761534957,2135408.310671203,289
7646976.386968096,2135408.310671203,289
7647903.012401233,2135408.310671203,289
7648829.637834372,2135408.310671203,290
7649756.263267511,2135408.310671203,289
7650682.888700649,2135408.310671203,289
7651609.514133787,2135408.310671203,289
7652536.139566925,2135408.310671203,286
7653462.765000064,2135408.310671203,280
7654389.3904332025,2135408.310671203,281
7655316.01586634,2135408.310671203,279
7656242.641299479,2135408.310671203,273
7657169.266732617,2135408.310671203,275
7658095.892165756,2135408.310671203,274
7659022.5175988935,2135408.310671203,272
7659949.143032032,2135408.310671203,282
7645123.136101819,2134481.685238064,289
7646049.761534957,2134481.685238064,288
7646976.386968096,2134481.685238064,288
7647903.012401233,2134481.685238064,289
7648829.637834372,2134481.685238064,289
7649756.263267511,2134481.685238064,289
7650682.888700649,2134481.685238064,289
7651609.514133787,2134481.685238064,288
7652536.139566925,2134481.685238064,287
7653462.765000064,2134481.685238064,285
7654389.3904332025,2134481.685238064,277
7655316.01586634,2134481.685238064,275
7656242.641299479,2134481.685238064,278
7657169.266732617,2134481.685238064,278
7658095.892165756,2134481.685238064,276
7659022.5175988935,2134481.685238064,274
7659949.143032032,2134481.685238064,284
7645123.136101819,2133555.0598049248,289
7646049.761534957,2133555.0598049248,288
7646976.386968096,2133555.0598049248,288
7647903.012401233,2133555.0598049248,288
7648829.637834372,2133555.0598049248,288
7649756.263267511,2133555.0598049248,289
7650682.888700649,2133555.0598049248,289
7651609.514133787,2133555.0598049248,288
7652536.139566925,2133555.0598049248,286
7653462.765000064,2133555.0598049248,283
7654389.3904332025,2133555.0598049248,275
7655316.01586634,2133555.0598049248,269
7656242.641299479,2133555.0598049248,269
7657169.266732617,2133555.0598049248,277
7658095.892165756,2133555.0598049248,279
7659022.5175988935,2133555.0598049248,275
7659949.143032032,2133555.0598049248,279
7660875.768465171,2133555.0598049248,286
7646049.761534957,2132628.4343717853,288
7646976.386968096,2132628.4343717853,288
7647903.012401233,2132628.4343717853,288
7649756.263267511,2132628.4343717853,288
7650682.888700649,2132628.4343717853,288
7651609.514133787,2132628.4343717853,288
7652536.139566925,2132628.4343717853,287
7653462.765000064,2132628.4343717853,286
7654389.3904332025,2132628.4343717853,282
7655316.01586634,2132628.4343717853,276
7656242.641299479,2132628.4343717853,270
7657169.266732617,2132628.4343717853,279
7658095.892165756,2132628.4343717853,279
7659022.5175988935,2132628.4343717853,274
7659949.143032032,2132628.4343717853,283
7660875.768465171,2132628.4343717853,286
7661802.393898309,2132628.4343717853,287
7662729.019331447,2132628.4343717853,288
7663655.644764585,2132628.4343717853,289
7646049.761534957,2131701.808938646,288
7646976.386968096,2131701.808938646,288
7647903.012401233,2131701.808938646,288
7649756.263267511,2131701.808938646,288
7650682.888700649,2131701.808938646,288
7651609.514133787,2131701.808938646,288
7652536.139566925,2131701.808938646,287
7653462.765000064,2131701.808938646,286
7654389.3904332025,2131701.808938646,284
7655316.01586634,2131701.808938646,278
7656242.641299479,2131701.808938646,272
7657169.266732617,2131701.808938646,278
7658095.892165756,2131701.808938646,282
7659022.5175988935,2131701.808938646,281
7659949.143032032,2131701.808938646,282
7660875.768465171,2131701.808938646,286
7661802.393898309,2131701.808938646,288
7662729.019331447,2131701.808938646,288
7663655.644764585,2131701.808938646,288
7664582.270197724,2131701.808938646,288
7645123.136101819,2130775.183505507,289
7646049.761534957,2130775.183505507,289
7646976.386968096,2130775.183505507,287
7648829.637834372,2130775.183505507,288
7649756.263267511,2130775.183505507,288
7650682.888700649,2130775.183505507,288
7651609.514133787,2130775.183505507,288
7652536.139566925,2130775.183505507,288
7653462.765000064,2130775.183505507,286
7654389.3904332025,2130775.183505507,284
7655316.01586634,2130775.183505507,282
7656242.641299479,2130775.183505507,278
7657169.266732617,2130775.183505507,281
7659022.5175988935,2130775.183505507,284
7659949.143032032,2130775.183505507,284
7660875.768465171,2130775.183505507,287
7661802.393898309,2130775.183505507,288
7662729.019331447,2130775.183505507,289
7663655.644764585,2130775.183505507,289
7664582.270197724,2130775.183505507,288
7646049.761534957,2129848.5580723677,289
7646976.386968096,2129848.5580723677,287
7648829.637834372,2129848.5580723677,288
7649756.263267511,2129848.5580723677,288
7650682.888700649,2129848.5580723677,289
7651609.514133787,2129848.5580723677,289
7652536.139566925,2129848.5580723677,289
7653462.765000064,2129848.5580723677,286
7654389.3904332025,2129848.5580723677,285
7655316.01586634,2129848.5580723677,284
7656242.641299479,2129848.5580723677,281
7657169.266732617,2129848.5580723677,280
7659949.143032032,2129848.5580723677,286
7660875.768465171,2129848.5580723677,289
7661802.393898309,2129848.5580723677,288
7662729.019331447,2129848.5580723677,289
7663655.644764585,2129848.5580723677,288
7664582.270197724,2129848.5580723677,289
7665508.895630862,2129848.5580723677,288
7646976.386968096,2128921.9326392286,286
7648829.637834372,2128921.9326392286,288
7649756.263267511,2128921.9326392286,288
7650682.888700649,2128921.9326392286,289
7651609.514133787,2128921.9326392286,289
7652536.139566925,2128921.9326392286,289
7653462.765000064,2128921.9326392286,287
7654389.3904332025,2128921.9326392286,286
7655316.01586634,2128921.9326392286,284
7656242.641299479,2128921.9326392286,284
7657169.266732617,2128921.9326392286,284
7659949.143032032,2128921.9326392286,284
7660875.768465171,2128921.9326392286,286
7661802.393898309,2128921.9326392286,287
7662729.019331447,2128921.9326392286,288
7663655.644764585,2128921.9326392286,288
7664582.270197724,2128921.9326392286,288
7665508.895630862,2128921.9326392286,288
7646976.386968096,2127995.3072060896,287
7648829.637834372,2127995.3072060896,288
7649756.263267511,2127995.3072060896,288
7650682.888700649,2127995.3072060896,289
7651609.514133787,2127995.3072060896,289
7652536.139566925,2127995.3072060896,289
7653462.765000064,2127995.3072060896,289
7654389.3904332025,2127995.3072060896,287
7655316.01586634,2127995.3072060896,286
7656242.641299479,2127995.3072060896,285
7657169.266732617,2127995.3072060896,285
7658095.892165756,2127995.3072060896,284
7659022.5175988935,2127995.3072060896,285
7659949.143032032,2127995.3072060896,285
7660875.768465171,2127995.3072060896,285
7661802.393898309,2127995.3072060896,286
7662729.019331447,2127995.3072060896,284
7663655.644764585,2127995.3072060896,286
7664582.270197724,2127995.3072060896,286
7665508.895630862,2127995.3072060896,286
7649756.263267511,2127068.6817729506,289
7650682.888700649,2127068.6817729506,289
7651609.514133787,2127068.6817729506,289
7652536.139566925,2127068.6817729506,289
7653462.765000064,2127068.6817729506,288
7654389.3904332025,2127068.6817729506,287
7655316.01586634,2127068.6817729506,285
7656242.641299479,2127068.6817729506,286
7657169.266732617,2127068.6817729506,286
7658095.892165756,2127068.6817729506,286
7659949.143032032,2127068.6817729506,286
7660875.768465171,2127068.6817729506,285
7661802.393898309,2127068.6817729506,286
7662729.019331447,2127068.6817729506,284
7663655.644764585,2127068.6817729506,284
7664582.270197724,2127068.6817729506,286
7650682.888700649,2126142.056339811,289
7651609.514133787,2126142.056339811,289
7652536.139566925,2126142.056339811,289
7653462.765000064,2126142.056339811,288
7654389.3904332025,2126142.056339811,288
7655316.01586634,2126142.056339811,287
7656242.641299479,2126142.056339811,286
7657169.266732617,2126142.056339811,287
7658095.892165756,2126142.056339811,286
7659022.5175988935,2126142.056339811,286
7659949.143032032,2126142.056339811,286
7660875.768465171,2126142.056339811,285
7661802.393898309,2126142.056339811,288
7662729.019331447,2126142.056339811,282
7663655.644764585,2126142.056339811,279
7664582.270197724,2126142.056339811,277
7665508.895630862,2126142.056339811,288
7651609.514133787,2125215.430906672,288
7652536.139566925,2125215.430906672,288
7653462.765000064,2125215.430906672,288
7654389.3904332025,2125215.430906672,287
7655316.01586634,2125215.430906672,287
7656242.641299479,2125215.430906672,287
7657169.266732617,2125215.430906672,287
7658095.892165756,2125215.430906672,288
7659022.5175988935,2125215.430906672,288
7659949.143032032,2125215.430906672,286
7660875.768465171,2125215.430906672,282
7661802.393898309,2125215.430906672,282
7662729.019331447,2125215.430906672,283
7663655.644764585,2125215.430906672,280
7664582.270197724,2125215.430906672,278
7665508.895630862,2125215.430906672,288
7652536.139566925,2124288.805473533,288
7653462.765000064,2124288.805473533,288
7654389.3904332025,2124288.805473533,287
7655316.01586634,2124288.805473533,287
7656242.641299479,2124288.805473533,286
7657169.266732617,2124288.805473533,287
7658095.892165756,2124288.805473533,287
7659022.5175988935,2124288.805473533,287
7659949.143032032,2124288.805473533,284
7660875.768465171,2124288.805473533,284
7661802.393898309,2124288.805473533,285
7662729.019331447,2124288.805473533,283
7663655.644764585,2124288.805473533,283
7664582.270197724,2124288.805473533,284
7652536.139566925,2123362.180040394,288
7653462.765000064,2123362.180040394,288
7654389.3904332025,2123362.180040394,288
7655316.01586634,2123362.180040394,287
7656242.641299479,2123362.180040394,286
7657169.266732617,2123362.180040394,286
7658095.892165756,2123362.180040394,288
7659022.5175988935,2123362.180040394,287
7659949.143032032,2123362.180040394,286
7660875.768465171,2123362.180040394,284
7661802.393898309,2123362.180040394,285
7662729.019331447,2123362.180040394,284
7663655.644764585,2123362.180040394,283
7664582.270197724,2123362.180040394,284
7665508.895630862,2123362.180040394,285
7653462.765000064,2122435.5546072545,287
7654389.3904332025,2122435.5546072545,288
7655316.01586634,2122435.5546072545,288
7656242.641299479,2122435.5546072545,289
7657169.266732617,2122435.5546072545,289
7658095.892165756,2122435.5546072545,289
7659022.5175988935,2122435.5546072545,288
7659949.143032032,2122435.5546072545,287
7660875.768465171,2122435.5546072545,285
7661802.393898309,2122435.5546072545,284
7662729.019331447,2122435.5546072545,284
7663655.644764585,2122435.5546072545,283
7664582.270197724,2122435.5546072545,285
7665508.895630862,2122435.5546072545,285
7653462.765000064,2121508.9291741154,284
7654389.3904332025,2121508.9291741154,282
7655316.01586634,2121508.9291741154,280
7656242.641299479,2121508.9291741154,282
7657169.266732617,2121508.9291741154,284
7658095.892165756,2121508.9291741154,287
7659022.5175988935,2121508.9291741154,288
7659949.143032032,2121508.9291741154,289
7660875.768465171,2121508.9291741154,288
7661802.393898309,2121508.9291741154,288
7662729.019331447,2121508.9291741154,288
7663655.644764585,2121508.9291741154,289
7664582.270197724,2121508.9291741154,287
7665508.895630862,2121508.9291741154,286
7666435.521064,2121508.9291741154,286
7653462.765000064,2120582.3037409764,286
7654389.3904332025,2120582.3037409764,285
7655316.01586634,2120582.3037409764,279
7656242.641299479,2120582.3037409764,280
7657169.266732617,2120582.3037409764,280
7658095.892165756,2120582.3037409764,282
7659022.5175988935,2120582.3037409764,282
7659949.143032032,2120582.3037409764,285
7660875.768465171,2120582.3037409764,286
7661802.393898309,2120582.3037409764,288
7662729.019331447,2120582.3037409764,288
7663655.644764585,2120582.3037409764,288
7664582.270197724,2120582.3037409764,288
7665508.895630862,2120582.3037409764,287
7666435.521064,2120582.3037409764,287
7653462.765000064,2119655.678307837,288
7654389.3904332025,2119655.678307837,287
7655316.01586634,2119655.678307837,282
7656242.641299479,2119655.678307837,280
7657169.266732617,2119655.678307837,286
7658095.892165756,2119655.678307837,280
7659022.5175988935,2119655.678307837,280
7659949.143032032,2119655.678307837,282
7660875.768465171,2119655.678307837,286
7661802.393898309,2119655.678307837,286
7662729.019331447,2119655.678307837,287
7663655.644764585,2119655.678307837,288
7664582.270197724,2119655.678307837,288
7665508.895630862,2119655.678307837,289
7666435.521064,2119655.678307837,288
7667362.146497139,2119655.678307837,287
7654389.3904332025,2118729.052874698,288
7655316.01586634,2118729.052874698,287
7656242.641299479,2118729.052874698,287
7657169.266732617,2118729.052874698,287
7658095.892165756,2118729.052874698,283
7659022.5175988935,2118729.052874698,282
7659949.143032032,2118729.052874698,281
7660875.768465171,2118729.052874698,284
7661802.393898309,2118729.052874698,284
7662729.019331447,2118729.052874698,285
7663655.644764585,2118729.052874698,287
7664582.270197724,2118729.052874698,289
7665508.895630862,2118729.052874698,288
7666435.521064,2118729.052874698,288
7667362.146497139,2118729.052874698,287
7668288.771930277,2118729.052874698,287
7654389.3904332025,2117802.427441559,287
7656242.641299479,2117802.427441559,285
7657169.266732617,2117802.427441559,283
7658095.892165756,2117802.427441559,281
7659022.5175988935,2117802.427441559,282
7659949.143032032,2117802.427441559,282
7660875.768465171,2117802.427441559,284
7661802.393898309,2117802.427441559,284
7662729.019331447,2117802.427441559,284
7663655.644764585,2117802.427441559,285
7664582.270197724,2117802.427441559,287
7665508.895630862,2117802.427441559,288
7666435.521064,2117802.427441559,288
7667362.146497139,2117802.427441559,288
7668288.771930277,2117802.427441559,288
7657169.266732617,2116875.8020084198,282
7658095.892165756,2116875.8020084198,281
7659022.5175988935,2116875.8020084198,280
7659949.143032032,2116875.8020084198,276
7660875.768465171,2116875.8020084198,272
7661802.393898309,2116875.8020084198,277
7662729.019331447,2116875.8020084198,280
7663655.644764585,2116875.8020084198,280
7664582.270197724,2116875.8020084198,284
7665508.895630862,2116875.8020084198,286
7666435.521064,2116875.8020084198,285
7667362.146497139,2116875.8020084198,286
7668288.771930277,2116875.8020084198,287
7657169.266732617,2115949.1765752803,281
7658095.892165756,2115949.1765752803,281
7659022.5175988935,2115949.1765752803,283
7659949.143032032,2115949.1765752803,284
7660875.768465171,2115949.1765752803,280
7661802.393898309,2115949.1765752803,280
7662729.019331447,2115949.1765752803,281
7663655.644764585,2115949.1765752803,280
7664582.270197724,2115949.1765752803,274
7665508.895630862,2115949.1765752803,277
7666435.521064,2115949.1765752803,283
7667362.146497139,2115949.1765752803,285
7668288.771930277,2115949.1765752803,286
7656242.641299479,2115022.551142141,286
7657169.266732617,2115022.551142141,275
7658095.892165756,2115022.551142141,276
7659022.5175988935,2115022.551142141,283
7659949.143032032,2115022.551142141,285
7660875.768465171,2115022.551142141,285
7661802.393898309,2115022.551142141,284
7662729.019331447,2115022.551142141,285
7663655.644764585,2115022.551142141,286
7664582.270197724,2115022.551142141,282
7665508.895630862,2115022.551142141,280
7666435.521064,2115022.551142141,284
7667362.146497139,2115022.551142141,285
7668288.771930277,2115022.551142141,287
7655316.01586634,2114095.925709002,285
7656242.641299479,2114095.925709002,285
7657169.266732617,2114095.925709002,284
7658095.892165756,2114095.925709002,272
7659022.5175988935,2114095.925709002,279
7659949.143032032,2114095.925709002,287
7660875.768465171,2114095.925709002,287
7661802.393898309,2114095.925709002,290
7662729.019331447,2114095.925709002,286
7663655.644764585,2114095.925709002,286
7664582.270197724,2114095.925709002,288
7665508.895630862,2114095.925709002,280
7666435.521064,2114095.925709002,283
7667362.146497139,2114095.925709002,283
7656242.641299479,2113169.300275863,284
7657169.266732617,2113169.300275863,284
7658095.892165756,2113169.300275863,271
7659022.5175988935,2113169.300275863,270
7659949.143032032,2113169.300275863,285
7663655.644764585,2113169.300275863,286
7664582.270197724,2113169.300275863,288
7665508.895630862,2113169.300275863,285
7666435.521064,2113169.300275863,281
7656242.641299479,2112242.6748427236,285
7657169.266732617,2112242.6748427236,285
7658095.892165756,2112242.6748427236,284
7659022.5175988935,2112242.6748427236,270
7659949.143032032,2112242.6748427236,280
7656242.641299479,2111316.0494095846,286
7657169.266732617,2111316.0494095846,285
7658095.892165756,2111316.0494095846,278
7659022.5175988935,2111316.0494095846,277
7659949.143032032,2111316.0494095846,279
7657169.266732617,2110389.4239764456,285
7658095.892165756,2110389.4239764456,283
7659022.5175988935,2110389.4239764456,280
7659949.143032032,2110389.4239764456,280
7656242.641299479,2109462.798543306,286
7657169.266732617,2109462.798543306,287
7658095.892165756,2109462.798543306,286
7659022.5175988935,2109462.798543306,282
7659949.143032032,2109462.798543306,281
7656242.641299479,2108536.173110167,286
7657169.266732617,2108536.173110167,287
7658095.892165756,2108536.173110167,288
7659022.5175988935,2108536.173110167,286
7659949.143032032,2108536.173110167,285
7656242.641299479,2107609.547677028,285
7658095.892165756,2107609.547677028,287
7659022.5175988935,2107609.547677028,287
7659949.143032032,2107609.547677028,286
7659022.5175988935,2106682.922243889,286
7659949.143032032,2106682.922243889,285
7659949.143032032,2105756.2968107495,282
7660875.768465171,2105756.2968107495,283
7659949.143032032,2104829.6713776104,287
7660875.768465171,2104829.6713776104,283
7660875.768465171,2103903.0459444714,283
7659949.143032032,2102976.420511332,284
7659022.5175988935,2102049.795078193,284
7659949.143032032,2102049.795078193,284
